"country","year","status","life_expectancy","adult_mortality","percentage_expenditure","hepatitis_b","polio","measles","infant_deaths","under_five_deaths","hiv_aids_life_exp","schooling","population","alcohol","gdp","cardiovascular_diseases","neonatal_disorders","hiv_aids_cause_deaths","malaria","tuberculosis","diarrheal_diseases","lower_respiratory_infections","healthcare_per_capita","total_deaths","cardio_death_prop","neonatal_death_prop","hiv_death_prop","malaria_death_prop","tb_death_prop"
"Poland",2004,"Developed",74.9,143,648.0743453,98,99,11,2,3,0.1,15.5,38182222,9.19,6681.178818,163720,1168,154,0,988,55,8154,8.65252797463284,166030,0.986086851773776,0.00703487321568391,0.000927543215081612,0,0.00595073179545865
"Poland",2003,"Developed",74.7,142,542.0235,97,98,48,3,3,0.1,15.3,382457,9.06,5693.52416,163649,1198,142,0,1010,56,7884,7.25600401606426,165999,0.98584328821258,0.00721691094524666,0.000855426839920722,0,0.00608437400225303
"Poland",2002,"Developed",74.5,145,516.0554391,98,98,34,3,3,0.1,15,3823364,8.02,5196.932921,165009,1288,148,0,1057,56,7694,6.92691864563758,167502,0.985116595622739,0.00768946042435314,0.000883571539444305,0,0.00631037241346372
"Poland",2001,"Developed",74.2,149,466.7383106,95,98,133,3,3,0.1,14.7,3824876,7.74,4981.198619,168514,1347,125,0,1131,55,7692,6.2902737277628,171117,0.984788185861136,0.00787180700923929,0.000730494340129853,0,0.00660951278949491
"Poland",2000,"Developed",73.7,153,412.4323974,99,98,77,3,4,0.1,14.6,38258629,8.4,4492.72764,172892,1454,147,0,1203,55,7912,5.59609765807327,175696,0.984040615608779,0.00827565795464894,0.000836672434204535,0,0.00684705400236773
"Portugal",2014,"Developed",89,78,271.2545531,98,98,0,0,0,0.1,16.8,14162,9.88,2277.53613,33084,134,437,0,239,252,7548,3.04780396741573,33894,0.976101964949549,0.00395350209476604,0.0128931374284534,0,0.00705139552723196
"Portugal",2013,"Developed",86,79,2698.01817,98,98,1,0,0,0.1,16.3,1457295,10,21618.73534,33098,141,520,0,249,234,7440,31.3723043023256,34008,0.973241590214067,0.00414608327452364,0.0152905198776758,0,0.00732180663373324
"Portugal",2012,"Developed",83,81,331.457035,98,98,23,0,0,0.1,16.3,1514844,11.96,2577.4264,33269,155,569,0,257,202,7286,3.99345825301205,34250,0.971357664233577,0.00452554744525547,0.0166131386861314,0,0.0075036496350365
"Portugal",2011,"Developed",82,85,3108.288623,97,97,2,0,0,0.1,16.2,155756,11.92,23196.18375,33379,159,660,0,264,176,6944,37.9059588170732,34462,0.968574081597121,0.00461377749405142,0.0191515292205908,0,0.00766061168823632
"Portugal",2010,"Developed",79.6,88,3119.349824,97,97,5,0,0,0.1,16,15731,12.25,22538.6548,33939,156,732,0,273,152,6699,39.1878118592965,35100,0.966923076923077,0.00444444444444444,0.0208547008547009,0,0.00777777777777778
"Portugal",2009,"Developed",79.3,9,337.1023516,96,96,3,0,0,0.1,16,1568247,12.03,2363.97161,34448,185,774,0,284,133,6499,4.25097543001261,35691,0.965173292987028,0.00518337956347539,0.0216861393628646,0,0.00795718808663248
"Portugal",2008,"Developed",79,92,3652.869332,97,97,1,0,0,0.1,15.8,1558177,12.35,24815.6884,34883,184,849,0,290,112,6242,46.2388523037975,36206,0.963459095177595,0.00508203060266254,0.0234491520742418,0,0.00800972214550075
"Portugal",2007,"Developed",78.7,94,333.3569124,97,96,0,0,0,0.1,15.4,1542964,12.57,2278.5845,35447,188,923,0,298,93,5953,4.23579304193138,36856,0.961770132407206,0.0051009333622748,0.0250434121988279,0,0.0080855220316909
"Portugal",2006,"Developed",78.5,96,2884.020194,97,97,0,0,0,0.1,15.4,1522288,13.11,19821.44463,35771,197,914,0,294,73,5720,36.7391107515924,37176,0.962206800086077,0.00529911771035076,0.0245857542500538,0,0.0079083279535184
"Portugal",2005,"Developed",77.7,11,2813.985285,94,93,7,0,1,0.1,15.4,15333,13.33,18784.9485,36893,218,1020,0,309,63,5422,36.2160268339768,38440,0.959755463059313,0.00567117585848075,0.0265348595213319,0,0.00803850156087409
"Portugal",2004,"Developed",78,99,276.0999798,94,95,5,0,1,0.1,15.9,1483861,13.45,1845.5881,37951,224,995,0,338,55,5099,3.53974333076923,39508,0.960590260200466,0.00566973777462792,0.0251847727042624,0,0.00855522932064392
"Portugal",2003,"Developed",77.3,15,2283.891796,94,96,8,0,1,0.1,15.8,1458821,14.21,15772.7334,40148,241,1063,0,373,53,5108,29.545818835705,41825,0.959904363419008,0.00576210400478183,0.025415421398685,0,0.0089181111775254
"Portugal",2002,"Developed",77.2,17,1904.00231,82,96,8,1,1,0.1,15.9,1419631,12,12882.28897,40731,280,1088,0,395,44,5005,24.663242357513,42494,0.95851178989975,0.00658916552925119,0.0256036146279475,0,0.00929542994305078
"Portugal",2001,"Developed",76.9,11,1657.328352,7,96,0,1,1,0.1,15.7,1362722,12.22,11729.14616,41062,285,1109,0,417,34,5041,21.5517340962289,42873,0.957758962517202,0.00664754041004828,0.0258670958412054,0,0.00972640123154433
"Portugal",2000,"Developed",76.6,11,167.3280168,58,96,45,1,1,0.1,15.5,1289898,11.89,1152.39681,41920,309,1154,0,442,29,5160,2.1844388616188,43825,0.956531660011409,0.00705077010838562,0.0263320022818026,0,0.0100855675984027
"Romania",2014,"Developed",74.8,135,1.576409172,94,94,59,2,2,0.1,14.7,1998979,0.01,12.27733,143573,618,182,0,1145,81,6027,0.0210749889304813,145518,0.986633955936723,0.00424689729105678,0.00125070438021413,0,0.00786844239200649
"Romania",2013,"Developed",74.6,138,1230.748231,96,88,1159,2,2,0.1,14.7,19983693,9.59,9585.266593,139231,602,144,0,1164,72,5625,16.4979655630027,141141,0.986467433275944,0.0042652383077915,0.00102025633940528,0,0.00824707207685931
"Romania",2012,"Developed",74.4,138,1078.358105,96,92,7450,2,2,0.1,15.3,25835,9.58,8558.39766,143909,630,145,0,1258,66,5678,14.4940605510753,145942,0.986069808554083,0.00431678337969878,0.000993545381041784,0,0.0086198626851763
"Romania",2011,"Developed",74.3,139,10.32588862,96,89,4189,2,2,0.1,15.7,2147528,9.1,92.277825,142281,664,154,0,1322,63,5472,0.138975620726783,144421,0.985182210343371,0.00459766931401943,0.00106632691921535,0,0.0091537934233941
"Romania",2010,"Developed",73.4,153,983.2518091,98,94,193,2,2,0.1,15.8,2246871,9,8297.483621,147708,707,107,0,1506,64,5641,13.3958012138965,150028,0.984536219905618,0.00471245367531394,0.000713200202628843,0,0.0100381262164396
"Romania",2009,"Developed",73.1,158,14.96373588,95,95,8,2,3,0.1,15.4,2367487,10.4,822.18329,147209,785,104,0,1616,65,5604,0.204702269220246,149714,0.983268097839881,0.00524333061704316,0.00069465781423247,0,0.010793913728843
"Romania",2008,"Developed",73.1,159,128.0805702,97,95,12,2,3,0.1,14.7,2537875,11.9,1136.47356,145844,858,125,0,1702,68,5533,1.75212818331053,148529,0.981922722162002,0.00577664967784069,0.000841586491526907,0,0.0114590416686304
"Romania",2007,"Developed",72.9,154,919.1673438,99,96,353,3,3,0.1,14.1,2882982,10.6,8214.185378,145232,912,128,0,1720,72,5477,12.6086055390946,147992,0.981350343261798,0.0061624952700146,0.000864911616844154,0,0.0116222498513433
"Romania",2006,"Developed",72.5,157,665.6427546,99,97,3196,3,4,0.1,13.7,2119376,8.51,5828.745662,148779,1077,167,0,1820,87,5670,9.1812793737931,151843,0.979821262751658,0.00709285248579125,0.0010998202090317,0,0.0119860645535191
"Romania",2005,"Developed",71.9,162,615.4030781,98,97,5043,3,4,0.1,13.4,21319685,7.68,4676.315183,151602,1175,182,0,1941,98,5888,8.55915268567455,154900,0.978708844415752,0.00758553905745642,0.00117495158166559,0,0.0125306649451259
"Romania",2004,"Developed",71.7,165,431.3250367,99,97,117,4,4,0.1,12.9,21451748,9.82,3552.92452,150248,1242,222,0,2066,112,6099,6.01569088842399,153778,0.977044830860071,0.00807657792402034,0.00144363953231281,0,0.0134349516835958
"Romania",2003,"Developed",71.1,174,375.1740323,98,97,9,4,4,0.1,12.5,21574326,8.78,2774.95586,154850,1187,259,0,2233,122,6363,5.27670931504923,158529,0.976792889629027,0.00748758902156703,0.00163377047732592,0,0.0140857508720802
"Romania",2002,"Developed",77,178,37.82275031,99,98,14,4,5,0.1,12,2173496,9.62,2124.873613,155374,1161,354,0,2305,135,6667,0.49120454948052,159194,0.97600412075832,0.00729298842921216,0.00222370189831275,0,0.0144791889141551
"Romania",2001,"Developed",78,179,180.1095132,98,99,10,4,5,0.1,11.7,2213197,9.78,1839.72945,151208,1237,485,0,2316,155,6841,2.30909632307692,155246,0.97398966801077,0.00796799917550211,0.00312407405021707,0,0.0149182587635108
"Romania",2000,"Developed",77,175,152.6368899,98,99,35,4,5,0.1,11.5,22442971,10.16,1668.162731,147898,1340,489,0,2242,177,7089,1.98229727142857,151969,0.973211641848008,0.00881758779751133,0.00321776151715152,0,0.0147530088373287
"Rwanda",2014,"Developing",65.7,23,7.549797238,98,98,10,12,16,0.4,10.8,11345357,0.01,76.5699517,9634,6010,4228,2655,4156,4180,5867,0.114913199969559,26683,0.36105385451411,0.225237042311584,0.158452947569614,0.0995015552973803,0.155754600307312
"Rwanda",2013,"Developing",65.2,233,11.71090655,98,98,17,12,17,0.5,10.8,1165151,0.01,688.8768557,9299,6214,4426,2594,4170,4094,5746,0.179615131134969,26703,0.348238025689997,0.232707935437966,0.165749166760289,0.0971426431487099,0.156162228963038
"Rwanda",2012,"Developing",64.6,239,9.774676411,98,98,75,13,18,0.7,10.5,1788853,0.01,678.796973,9046,6853,4775,3331,4329,4348,6309,0.151310780356037,28334,0.319263076162914,0.241864897296534,0.168525446460083,0.117561939719065,0.152784640361403
"Rwanda",2011,"Developing",63.8,247,9.074569426,97,93,31,14,20,1.3,10.2,151671,8.34,617.317648,8672,6713,5181,4003,4388,4641,6434,0.142234630501567,28957,0.299478537141278,0.231826501364092,0.178920468280554,0.138239458507442,0.151535034706634
"Rwanda",2010,"Developing",62.8,26,63.78723633,97,93,121,16,23,2.3,10,1246842,7.92,563.491487,8383,6860,5745,4271,4483,4890,6680,1.01572032372611,29742,0.281857306166364,0.230650258893148,0.193161186201331,0.143601640777352,0.150729607961805
"Rwanda",2009,"Developing",61,288,9.165614959,97,93,5,17,25,2.8,10.2,9977446,7.11,539.1538211,8146,6889,6500,3813,4631,5334,6852,0.150255982934426,29979,0.271723539811201,0.229794189265819,0.216818439574369,0.127189032322626,0.154474799025985
"Rwanda",2008,"Developing",68,282,0.661540371,97,97,6,18,28,3.7,10.4,978169,6.39,5.6687264,8066,7212,7305,3119,4970,6144,7829,0.00972853486764706,30672,0.262976004173187,0.235133020344288,0.23816510172144,0.101688836724048,0.162037037037037
"Rwanda",2007,"Developing",59.6,295,7.409771603,97,98,26,20,30,5,10.1,944742,6.78,44.853339,7945,7226,8143,2377,5297,7086,8284,0.124325026895973,30988,0.25638957015619,0.233187040144572,0.262779140312379,0.0767071124306183,0.170937136956241
"Rwanda",2006,"Developing",57.6,328,78.47020226,99,99,494,22,34,6.2,9.3,92658,6.88,342.3656294,7864,7397,9610,2326,5639,8007,8665,1.36232990034722,32836,0.239493239127787,0.225271043976124,0.292666585454988,0.0708368863442563,0.171732245096845
"Rwanda",2005,"Developing",55.3,37,39.44666715,95,95,129,24,38,7.1,8.8,8991735,7.01,287.931877,7888,7632,11837,3046,6041,9083,9212,0.713321286618445,36444,0.216441663922731,0.209417188014488,0.324799692679179,0.0835802875644825,0.16576116781912
"Rwanda",2004,"Developing",53.4,397,31.93566186,89,89,386,26,42,7.7,8.2,8818438,6.75,236.9114381,8012,7689,13617,4710,6579,10135,9513,0.598046102247191,40607,0.197305883222105,0.189351589627404,0.335336272071318,0.115989853966065,0.162016401113109
"Rwanda",2003,"Developing",52,48,33.30286123,96,96,1064,29,46,8.1,7.6,868346,6.66,212.6619491,8112,7612,14594,6695,7153,10684,9266,0.640439639038461,44166,0.18367069691618,0.172349771317303,0.330435176380021,0.151587193768963,0.161957161617534
"Rwanda",2002,"Developing",57,415,1.9659778,88,85,2738,31,50,8,7.2,853625,7.82,196.59778,8264,7493,14831,8570,7881,11908,9465,0.0344908385964912,47039,0.175684006887902,0.159293352324667,0.315291566572419,0.182189247220392,0.167541826994621
"Samoa",2014,"Developing",73.8,128,660.2777923,56,58,0,0,0,0.1,12.9,19229,0.01,4178.973369,511,19,9,0,15,12,63,8.94685355420054,554,0.922382671480144,0.0342960288808664,0.0162454873646209,0,0.0270758122743682
"Samoa",2013,"Developing",73.6,131,698.3522786,6,62,0,0,0,0.1,12.9,19757,0.01,4219.65123,505,19,8,0,14,12,62,9.48848204619565,546,0.924908424908425,0.0347985347985348,0.0146520146520147,0,0.0256410256410256
"Samoa",2012,"Developing",73.2,136,492.0552263,64,62,1,0,0,0.1,12.9,189194,0.01,4234.554443,498,20,8,0,14,12,62,6.72206593306011,540,0.922222222222222,0.037037037037037,0.0148148148148148,0,0.0259259259259259
"Samoa",2011,"Developing",73,139,558.7206486,58,6,0,0,0,0.1,12.9,187665,2.15,3942.9827,492,20,7,0,14,11,61,7.65370751506849,533,0.923076923076923,0.0375234521575985,0.0131332082551595,0,0.026266416510319
"Samoa",2010,"Developing",72.6,144,434.7940679,57,57,8,0,0,0.1,12.9,18625,3.01,3453.487434,485,20,7,0,14,11,61,5.98889900688705,526,0.922053231939164,0.0380228136882129,0.0133079847908745,0,0.026615969581749
"Samoa",2009,"Developing",76,172,42.12368374,44,45,0,0,0,0.1,12.9,184826,2.88,335.112838,479,20,7,0,13,11,60,0.554258996578947,519,0.922928709055877,0.0385356454720617,0.0134874759152216,0,0.0250481695568401
"Samoa",2008,"Developing",72.5,146,47.35260547,12,54,0,0,0,0.1,12.9,183526,3.97,359.82223,472,20,6,0,13,11,59,0.653139385793103,511,0.923679060665362,0.0391389432485323,0.0117416829745597,0,0.025440313111546
"Samoa",2007,"Developing",72.2,149,47.73638191,46,49,0,0,0,0.1,12.9,182286,3.85,322.543121,465,21,6,0,14,11,59,0.661168724515235,506,0.91897233201581,0.041501976284585,0.0118577075098814,0,0.0276679841897233
"Samoa",2006,"Developing",72,153,40.22855669,35,37,0,0,0,0.1,12.7,18194,3.52,287.963899,458,21,6,0,14,11,59,0.558729954027778,499,0.917835671342685,0.0420841683366733,0.0120240480961924,0,0.0280561122244489
"Samoa",2005,"Developing",71.6,16,287.4671305,41,55,0,0,0,0.1,12.6,179929,3.63,2571.262348,449,22,5,0,14,11,58,4.01490405726257,490,0.916326530612245,0.0448979591836735,0.0102040816326531,0,0.0285714285714286
"Samoa",2004,"Developing",71.4,162,310.6117683,54,26,0,0,0,0.1,12.4,178781,3.62,2351.33814,441,22,5,0,14,11,57,4.35030487815126,482,0.9149377593361,0.045643153526971,0.0103734439834025,0,0.029045643153527
"Samoa",2003,"Developing",79,169,24.99717134,83,82,0,0,0,0.1,12.3,177662,4.17,197.29417,433,23,5,0,15,11,57,0.316419890379747,476,0.909663865546218,0.0483193277310924,0.0105042016806723,0,0.0315126050420168
"Samoa",2002,"Developing",76,174,208.1688437,86,85,0,0,0,0.1,12.1,176582,3.3,1631.41727,424,23,5,0,15,11,57,2.73906373289474,467,0.907922912205567,0.0492505353319058,0.0107066381156317,0,0.0321199143468951
"Samoa",2001,"Developing",75,175,199.4118322,89,83,0,0,0,0.1,12,175566,3.43,1555.47451,418,25,5,0,15,11,57,2.65882442933333,463,0.90280777537797,0.0539956803455724,0.0107991360691145,0,0.0323974082073434
"Samoa",2000,"Developing",72,18,21.2543002,89,94,0,0,0,0.1,12.1,17461,3,154.68923,411,26,5,0,15,11,57,0.295198613888889,457,0.899343544857768,0.0568927789934354,0.0109409190371991,0,0.0328227571115974
"Sao Tome and Principe",2014,"Developing",67.3,191,225.7307751,95,95,0,0,0,0.2,11.1,191266,0.01,1821.878734,255,57,0,15,22,16,113,3.35409769836553,349,0.730659025787966,0.163323782234957,0,0.0429799426934097,0.0630372492836676
"Sao Tome and Principe",2013,"Developing",67.1,192,200.6600988,97,97,0,0,0,0.2,11,18745,0.01,1619.532678,246,60,0,72,21,16,106,2.99046346944858,399,0.616541353383459,0.150375939849624,0,0.180451127819549,0.0526315789473684
"Sao Tome and Principe",2012,"Developing",66.9,194,8.198047581,96,96,0,0,0,0.5,10.8,182889,0.01,138.949959,240,60,0,93,21,18,104,0.12254181735426,414,0.579710144927536,0.144927536231884,0,0.22463768115942,0.0507246376811594
"Sao Tome and Principe",2011,"Developing",66.6,198,7.495401346,96,96,0,0,0,0.5,10.6,1788,5.69,134.326189,237,61,0,72,21,22,107,0.112543563753754,391,0.60613810741688,0.156010230179028,0,0.184143222506394,0.0537084398976982
"Sao Tome and Principe",2010,"Developing",66.2,24,63.04032682,98,98,0,0,0,0.5,10.6,174776,5.58,1129.754961,237,65,0,32,22,30,114,0.952270797885196,356,0.665730337078652,0.182584269662921,0,0.0898876404494382,0.0617977528089888
"Sao Tome and Principe",2009,"Developing",65.8,21,11.13608747,98,99,0,0,0,0.9,10.1,17813,4.13,199.57146,232,66,0,68,23,32,111,0.169241450911854,389,0.596401028277635,0.169665809768638,0,0.174807197943445,0.0591259640102828
"Sao Tome and Principe",2008,"Developing",65.4,215,62.8565863,99,99,0,0,0,0.9,10.4,166913,4.36,1126.46212,228,67,0,75,24,40,111,0.961109882262997,394,0.578680203045685,0.17005076142132,0,0.190355329949239,0.0609137055837563
"Sao Tome and Principe",2007,"Developing",65.1,217,49.93698173,87,98,0,0,0,1.2,10.3,16311,4.14,894.927988,228,69,0,36,25,43,116,0.767081132565284,358,0.636871508379888,0.192737430167598,0,0.100558659217877,0.0698324022346369
"Sao Tome and Principe",2006,"Developing",64.7,22,47.08931143,75,97,0,0,0,1.2,10.2,159328,5.46,843.89447,224,68,0,69,26,53,114,0.727810068469861,387,0.578811369509044,0.175710594315245,0,0.178294573643411,0.0671834625322997
"Sao Tome and Principe",2005,"Developing",64.3,222,10.8139134,96,97,0,0,0,1.6,10,15563,5.27,81.86157,217,66,1,150,26,63,105,0.168179057542768,460,0.471739130434783,0.143478260869565,0.00217391304347826,0.326086956521739,0.0565217391304348
"Sao Tome and Principe",2004,"Developing",63.8,224,9.013493879,7,99,0,0,0,1.6,9.8,151969,5.78,693.345683,223,70,1,86,29,53,121,0.141277333526646,409,0.545232273838631,0.171149144254279,0.00244498777506112,0.210268948655257,0.0709046454767726
"Sao Tome and Principe",2003,"Developing",63.4,225,86.42744056,43,94,0,0,0,1.6,9.7,148372,6.54,649.342153,216,69,1,185,28,42,107,1.36320884164038,499,0.432865731462926,0.138276553106212,0.00200400801603206,0.370741482965932,0.0561122244488978
"Senegal",2014,"Developing",66.4,192,12.80528533,89,85,32,19,27,0.3,9.1,14546111,0.26,152.443873,14328,10477,2626,6845,3944,7720,7377,0.192850682680723,38220,0.374882260596546,0.274123495552067,0.0687074829931973,0.179094714809001,0.103192046049189
"Senegal",2013,"Developing",66,196,11.8385319,92,89,17,20,28,0.3,8.7,141232,0.26,148.912351,13718,10504,2741,8762,3753,7099,6956,0.179371695454545,39478,0.347484675008866,0.266072242768124,0.0694310755357414,0.221946400526876,0.0950656061603931
"Senegal",2012,"Developing",65.6,2,10.20659464,91,83,46,20,29,0.4,8.3,1373513,0.28,136.4518,13336,10517,2646,10197,3672,6873,7000,0.155588332926829,40368,0.330360681728101,0.260528141101863,0.0655469678953627,0.252601070154578,0.0909631391200951
"Senegal",2011,"Developing",64.9,26,1.431051664,92,89,18,20,31,0.4,7.9,13391,0.32,18.25321,13175,10647,2500,9949,3738,7207,7292,0.0220501026810478,40009,0.329300907295858,0.266115124097078,0.0624859406633507,0.248669049463871,0.093428978479842
"Senegal",2010,"Developing",64.3,212,1.020071763,89,76,428,21,32,0.4,7.7,12916229,0.28,11.631377,12692,10772,2374,11329,3697,7182,7337,0.0158642575894246,40864,0.310591229444009,0.263606108065779,0.0580951448707909,0.277236687548943,0.0904708300704777
"Senegal",2009,"Developing",63.5,219,1.177477677,86,83,999,21,33,0.5,7.5,1255917,0.3,12.566464,13029,11032,2216,5932,4040,8184,8116,0.0185429555433071,36249,0.359430604982206,0.304339430053243,0.0611327209026456,0.163645893679826,0.11145135038208
"Senegal",2008,"Developing",62.8,225,1.08833088,88,87,6,22,34,0.6,7.1,1223957,0.28,11.33678,12455,11101,2252,8563,3947,8291,8173,0.0173301095541401,38318,0.325043060702542,0.289707187222715,0.0587713346208048,0.22347199749465,0.103006419959288
"Senegal",2007,"Developing",62.1,23,8.309152927,94,93,11,22,36,0.7,6.8,11873557,0.32,95.3978522,12072,11116,2956,9843,3927,8380,8292,0.133802784653784,39914,0.302450268076364,0.278498772360575,0.0740592273387784,0.246605201182542,0.0983865310417397
"Senegal",2006,"Developing",61.3,236,10.43022617,89,89,3,23,38,0.7,6.6,11556763,0.34,89.838296,11813,11098,3624,10601,3928,8538,8450,0.170150508482871,41064,0.287672900837717,0.270261055912722,0.0882524839275278,0.25815799727255,0.0956555620494837
"Senegal",2005,"Developing",65,242,96.03725103,84,84,0,23,40,0.7,6.4,11251266,0.33,773.8698713,11608,11076,3673,9822,4019,9346,8780,1.47749616969231,40198,0.288770585601274,0.2755360963232,0.091372705109707,0.244340514453455,0.0999800985123638
"Senegal",2004,"Developing",59.7,247,66.02236299,54,87,31,24,42,0.7,6.2,1955944,0.35,733.581811,11335,10969,3593,9861,4092,9557,8945,1.10590222763819,39850,0.28444165621079,0.27525721455458,0.0901631116687578,0.247452948557089,0.102685069008783
"Serbia",2014,"Developing",75.4,123,8.617208431,92,93,37,1,1,0.1,14.3,713576,9.09,62.173221,62922,273,98,0,148,42,1533,0.114286583965517,63441,0.991819170567929,0.00430321085733201,0.00154474235904226,0,0.00233287621569647
"Serbia",2013,"Developing",75.3,122,880.6403367,91,97,1,1,1,0.1,14.1,7164132,9.16,6353.826383,62390,307,102,0,158,39,1457,11.6950907928287,62957,0.99099385294725,0.00487634417141859,0.0016201534380609,0,0.0025096494432708
"Serbia",2012,"Developing",74.9,126,742.5109709,97,93,0,1,1,0.1,14,719977,9.38,5659.3824,62122,205,101,0,172,34,1358,9.91336409746328,62600,0.992364217252396,0.00327476038338658,0.00161341853035144,0,0.00274760383386581
"Serbia",2011,"Developing",74.6,127,915.3190791,94,94,370,1,1,0.1,13.5,723499,9.56,6423.291783,62683,360,92,0,185,31,1299,12.2696927493298,63320,0.989939987365761,0.00568540745420088,0.001452937460518,0,0.0029216677195199
"Serbia",2010,"Developing",74.4,128,774.4396617,89,91,20,1,1,0.1,13.6,7291436,9.65,5411.87744,64416,331,76,0,200,29,1246,10.4091352379032,65023,0.990664841671409,0.00509050643618412,0.00116881718776433,0,0.00307583470464297
"Serbia",2009,"Developing",74.1,131,820.8109098,93,97,1,1,1,0.1,13.6,73287,9.85,5821.35397,66589,345,67,0,219,27,1211,11.0770703076923,67220,0.990612912823564,0.00513240107110979,0.000996727164534365,0,0.00325795894079143
"Serbia",2008,"Developing",74,132,96.33237912,93,95,2,1,1,0.1,13.5,735222,9.54,671.773913,67599,295,60,0,238,26,1156,1.30178890702703,68192,0.991303965274519,0.00432602064758329,0.000879868606288128,0,0.00349014547160957
"Serbia",2007,"Developing",73.8,132,772.8700353,99,93,201,1,1,0.1,13.5,7381579,9.3,5458.121718,67075,446,55,0,257,25,1115,10.472493703252,67833,0.988825497913995,0.00657497088437781,0.000810814795158699,0,0.00378871640646883
"Serbia",2006,"Developing",73.6,133,541.8243468,93,97,2,1,1,0.1,13.4,7411569,8.58,4129.758741,67788,543,50,0,279,24,1106,7.3617438423913,68660,0.987299737838625,0.00790853480920478,0.000728226041363239,0,0.00406350131080687
"Serbia",2005,"Developing",73,135,503.1115947,65,98,2,1,1,0.1,13.2,744769,9.6,3528.1318,68260,642,49,0,304,24,1108,6.89193965342466,69255,0.985632806295574,0.00927008880225254,0.000707530142227998,0,0.00438957475994513
"Serbia",2004,"Developing",73,134,462.7076756,89,96,11,1,1,0.1,13.1,7463157,7.42,3331.228766,65942,776,58,0,319,23,1081,6.33846130958904,67095,0.982815410984425,0.0115656904389299,0.00086444593486847,0,0.00475445264177659
"Seychelles",2014,"Developing",73,17,151.1045552,99,99,0,0,0,0.1,13.2,91359,0.01,1557.77892,214,9,6,0,4,5,71,2.06992541369863,233,0.918454935622318,0.0386266094420601,0.0257510729613734,0,0.0171673819742489
"Seychelles",2013,"Developing",72.9,172,1521.672751,99,98,0,0,0,0.1,13.5,89949,0.01,15687.34795,213,10,5,0,4,5,70,20.8734259396433,232,0.918103448275862,0.0431034482758621,0.021551724137931,0,0.0172413793103448
"Seychelles",2012,"Developing",72.7,174,177.2633961,99,98,0,0,0,0.1,13.5,8833,0.01,12845.17363,213,10,5,0,4,5,67,2.43828605364512,232,0.918103448275862,0.0431034482758621,0.021551724137931,0,0.0172413793103448
"Seychelles",2011,"Developing",72.6,177,1121.475547,99,99,0,0,0,0.1,13.3,87441,9.72,12189.9516,208,10,5,0,4,5,63,15.447321584022,227,0.916299559471366,0.0440528634361234,0.0220264317180617,0,0.0176211453744493
"Seychelles",2010,"Developing",72.4,18,16.49232317,99,99,0,0,0,0.1,13.2,8977,6.51,184.68447,212,10,5,0,4,5,62,0.227794518922652,231,0.917748917748918,0.0432900432900433,0.0216450216450216,0,0.0173160173160173
"Seychelles",2009,"Developing",72.3,182,75.2256582,99,99,0,0,0,0.1,13.2,87298,4.94,976.9566,218,10,5,0,4,5,61,1.04046553526971,237,0.919831223628692,0.0421940928270042,0.0210970464135021,0,0.0168776371308017
"Seychelles",2008,"Developing",72.2,184,701.8526364,99,99,0,0,0,0.1,13.2,86956,6.33,11122.8627,216,10,5,0,4,5,58,9.72095064265928,235,0.919148936170213,0.0425531914893617,0.0212765957446809,0,0.0170212765957447
"Seychelles",2007,"Developing",72.2,185,916.4741775,99,99,1,0,0,0.1,13.1,8533,8.12,12154.82994,213,10,5,0,5,6,55,12.6935481648199,233,0.914163090128755,0.0429184549356223,0.0214592274678112,0,0.0214592274678112
"Seychelles",2006,"Developing",72.2,185,102.373909,99,99,10,0,0,0.1,13.1,846,8.12,1214.39987,213,10,5,0,5,5,53,1.41792117728532,233,0.914163090128755,0.0429184549356223,0.0214592274678112,0,0.0214592274678112
"Seychelles",2005,"Developing",72.2,185,21.4653132,99,99,0,0,0,0.1,12.1,82858,7.82,1192.5174,213,10,5,0,5,5,51,0.297303506925208,233,0.914163090128755,0.0429184549356223,0.0214592274678112,0,0.0214592274678112
"Seychelles",2004,"Developing",72.1,186,12.94324581,99,99,0,0,0,0.1,12.3,82475,7.91,1176.65871,208,11,5,0,5,5,48,0.179517972399445,229,0.908296943231441,0.0480349344978166,0.0218340611353712,0,0.0218340611353712
"Seychelles",2003,"Developing",72.1,185,843.1186662,99,99,0,0,0,0.1,12.1,82781,7.41,8524.961236,210,11,5,0,5,5,47,11.6937401692094,231,0.909090909090909,0.0476190476190476,0.0216450216450216,0,0.0216450216450216
"Seychelles",2002,"Developing",72.1,186,562.3601848,99,99,0,0,0,0.1,12.1,83723,11.15,8331.261997,204,11,5,0,5,5,44,7.79972517059639,225,0.906666666666667,0.0488888888888889,0.0222222222222222,0,0.0222222222222222
"Seychelles",2001,"Developing",72,187,643.7035752,96,96,0,0,0,0.1,12.2,8122,6.72,7663.1378,198,11,5,0,5,5,42,8.94032743333333,219,0.904109589041096,0.0502283105022831,0.0228310502283105,0,0.0228310502283105
"Seychelles",2000,"Developing",71.8,188,601.7608115,98,98,0,0,0,0.1,12.3,81131,8.24,7578.85153,196,10,5,0,5,5,41,8.38106979805014,216,0.907407407407407,0.0462962962962963,0.0231481481481481,0,0.0231481481481481
