"country","year","status","life_expectancy","adult_mortality","alcohol","percentage_expenditure","bmi","total_expenditure","gdp","population","income_composition_of_resources","schooling","code","meningitis","alzheimer_s_disease_and_other_dementias","parkinson_s_disease","nutritional_deficiencies","malaria","drowning","interpersonal_violence","maternal_disorders","hiv_aids","drug_use_disorders","tuberculosis","cardiovascular_diseases","lower_respiratory_infections","neonatal_disorders","alcohol_use_disorders","self_harm","exposure_to_forces_of_nature","diarrheal_diseases","environmental_heat_and_cold_exposure","neoplasms","conflict_and_terrorism","diabetes_mellitus","chronic_kidney_disease","poisonings","protein_energy_malnutrition","road_injuries","chronic_respiratory_diseases","cirrhosis_and_other_chronic_liver_diseases","digestive_diseases","fire_heat_and_hot_substances","acute_hepatitis","measles_abs","infant_deaths_abs","under_five_deaths_abs","hepatitis_b_abs","polio_abs","diphtheria_abs","thinness_1_19_abs","thinness_5_9_abs"
"south sudan",2012,"Developing",56,347,4.60286078717201,38.3382324,38.3212465564738,2.77,958.45581,1818258,0.419,4.9,"SSD",2635,410,87,3576,4855,288,1161,751,6271,9,4736,6419,10126,11155,49,401,47,8316,80,3718,831,1007,852,192,3521,1034,1271,1586,2574,240,251,3549239.616,47274.708,72730.32,1471706.4112956,1163685.12,1072772.22,87998.3025516529,88554.9249214876
"south sudan",2013,"Developing",56.4,345,4.60286078717201,47.44453,38.3212465564738,2.62,1186.11325,1117749,0.417,4.9,"SSD",2675,414,87,3461,5074,296,826,747,6178,9,4785,6499,10142,10865,50,404,99,8342,81,3782,3515,1021,868,195,3409,1046,1282,1605,2604,244,247,586818.225,29061.474,44709.96,904711.195836478,55887.45,502987.05,54095.7414617769,54437.9173780992
"south sudan",2014,"Developing",56.6,343,4.60286078717201,46.0744686,38.3212465564738,2.74,1151.861715,1153971,0.421,4.9,"SSD",2508,418,88,3260,4988,292,654,734,5983,9,4819,6557,9923,10462,50,404,0,8344,80,3832,3657,1037,881,193,3211,1040,1291,1618,2622,242,236,508901.211,30003.246,45004.869,934029.449698113,507747.24,450048.69,55848.7789927686,56202.0435309917
"south sudan",2015,"Developing",57.3,332,4.60286078717201,0,38.3212465564738,5.9381895280236,758.725782,11882136,0.421,4.9,"SSD",2390,423,90,3039,5171,287,883,696,5504,9,4759,6666,9494,9663,50,396,0,7930,78,3853,1833,1050,888,188,2992,1011,1295,1614,2607,236,222,10432515.408,308935.536,463403.304,3683462.16,4871675.76,3683462.16,575060.194256198,578697.666330578
"spain",2000,"Developed",79.1,86,11.12,1934.398154,57.6,7.21,14676.769,4567864,0.82,15.7,"ESP",270,19317,3697,312,0,612,471,19,1840,882,698,127295,10451,834,412,3722,10,414,66,95045,50,9936,9374,138,174,6866,28949,9663,20720,272,17,694315.328,9135.728,9135.728,3517255.28,4339470.8,4339470.8,27407.184,22839.32
"spain",2001,"Developed",79.4,84,9.86,2044.169761,58.2,7.24,15323.6114,485412,0.825,15.7,"ESP",262,20064,3838,314,0,604,492,22,1762,860,669,126577,10422,827,433,3725,6,452,67,95712,53,10001,9611,134,178,6645,28926,9572,20877,272,18,0,970.824,970.824,402891.96,461141.4,465995.52,2912.472,2427.06
"spain",2002,"Developed",79.5,83,12.26,228.3543024,58.8,7.25,1719.53541,41431558,0.828,15.7,"ESP",264,20801,4053,324,0,592,506,20,1749,840,654,127784,10847,873,440,3786,33,506,68,97068,15,10206,9967,127,186,6436,29823,9578,21315,272,18,2775914.386,82863.116,82863.116,33973877.56,40602926.84,40602926.84,248589.348,207157.79
"spain",2003,"Developed",79.4,83,12.09,3205.019918,59.3,7.99,21495.7741,42187645,0.83,15.6,"ESP",265,21542,4291,333,0,605,529,25,1732,824,636,129813,11219,904,453,3857,7,564,239,99149,20,10497,10384,128,192,6232,30647,9680,21892,316,18,10800037.12,84375.29,84375.29,34171992.45,41765768.55,41343892.1,253125.87,210938.225
"spain",2004,"Developed",81,79,11.96,3715.370095,59.9,8.5,24918.64584,42921895,0.833,15.6,"ESP",261,22041,4422,330,0,591,593,25,1656,807,606,127483,11181,910,461,3832,9,597,156,100015,384,10433,10518,125,189,5762,30444,9515,21841,312,17,1115969.27,85843.79,85843.79,41634238.15,41634238.15,41634238.15,257531.37,214609.475
"spain",2005,"Developed",81,77,11.92,405.4475981,6.5,8.12,2651.71745,43653155,0.837,15.8,"ESP",257,22619,4596,336,0,574,477,25,1534,798,592,126779,11516,908,456,3834,26,636,109,101587,18,10482,10829,127,188,5379,30879,9453,21954,312,17,960369.41,87306.31,87306.31,41907028.8,41907028.8,41907028.8,261918.93,218265.775
"spain",2006,"Developed",88,73,11.86,4460.390006,61.1,8.23,28482.6948,44397319,0.844,15.9,"ESP",249,23256,4691,332,0,563,466,21,1409,776,561,123921,11289,893,454,3803,7,670,128,102950,2,10284,11000,120,192,4916,30258,9223,21750,273,17,16071829.478,88794.638,88794.638,43065399.43,43509372.62,43509372.62,266383.914,221986.595
"spain",2007,"Developed",89,72,11.05,510.9327012,61.7,8.36,3279.414,4522683,0.849,16,"ESP",248,24082,4883,338,0,554,436,21,1394,771,542,123230,11473,921,443,3849,13,723,72,105944,2,10305,11380,117,195,4528,30740,9149,21846,260,16,1207556.361,9045.366,9045.366,4341775.68,4341775.68,4341775.68,27136.098,22613.415
"spain",2008,"Developed",81.3,7,10.24,5596.535203,62.3,8.8,35578.73619,4595416,0.854,16.1,"ESP",240,24929,5044,346,0,539,450,25,1292,770,512,122024,11582,912,433,3872,15,771,70,108593,6,10236,11676,116,198,4054,30863,8970,21799,256,16,1364838.552,9190.832,9190.832,4457553.52,4457553.52,4457553.52,27572.496,22977.08
"spain",2009,"Developed",81.6,66,9.99,5047.254058,62.9,9.52,32333.4661,46362946,0.858,16.3,"ESP",228,25615,5134,357,0,519,423,22,1143,739,484,119442,11408,864,430,3829,7,815,67,110520,6,9972,11888,112,202,3604,30756,8713,21501,245,15,1900880.786,92725.892,92725.892,44508428.16,44508428.16,44508428.16,278177.676,231814.73
"spain",2010,"Developed",81.9,64,9.78,578.7417172,63.5,9.56,3736.228,46576897,0.86,16.4,"ESP",215,26240,5205,364,0,492,395,23,1078,717,458,117230,11205,832,427,3778,11,883,64,112037,1,9674,12081,110,209,3235,30650,8443,21188,239,15,14066222.894,46576.897,93153.794,45179590.09,45179590.09,45179590.09,279461.382,232884.485
"spain",2011,"Developed",82.1,63,9.62,4873.8188,64.1,9.48,31834.21816,46742697,0.867,16.9,"ESP",211,26919,5377,374,0,483,396,19,985,709,437,117880,11487,797,424,3802,16,945,60,114873,1,9601,12461,112,214,2979,31269,8313,21328,236,14,177715733.994,46742.697,93485.394,45340416.09,45340416.09,45340416.09,280456.182,233713.485
"spain",2012,"Developed",82,61,9.35,4255.781693,64.8,9.39,28562.29324,4677355,0.871,17.2,"ESP",202,27264,5533,387,0,469,363,15,883,706,426,118870,11898,737,420,3858,13,1016,59,117023,0,9490,12857,112,225,2762,32142,8181,21451,260,14,5631535.42,4677.355,9354.71,4490260.8,4537034.35,4537034.35,28064.13,23386.775
"spain",2013,"Developed",82.4,6,9.25,423.680459,65.4,9.1,2921.9342,466245,0.874,17.5,"ESP",191,27315,5559,388,0,448,350,19,776,691,402,117509,11911,662,412,3848,11,1053,56,117532,0,9188,12932,111,233,2546,32019,7974,21266,229,14,61078.095,466.245,932.49,442932.75,447595.2,447595.2,2797.47,2331.225
"spain",2014,"Developed",82.6,58,0.01,42.98847625,66,9.3,296.47225,4648882,0.877,17.6,"ESP",187,27539,5673,406,0,444,348,15,703,687,391,118923,12347,666,409,3846,3,1103,55,118929,0,9188,13216,110,252,2479,32866,7921,21502,232,14,715927.828,4648.882,4648.882,4462926.72,4509415.54,4509415.54,27893.292,23244.41
"spain",2015,"Developed",82.8,56,4.60286078717201,0,66.6,5.9381895280236,25683.84565,46447697,0.882,17.7,"ESP",188,27989,5874,434,0,442,324,17,668,693,387,122974,13125,615,409,3857,6,1183,59,121607,0,9401,13757,109,273,2459,34511,8063,22158,239,14,5341485.155,46447.697,46447.697,45054266.09,45054266.09,45054266.09,278686.182,232238.485
"sri lanka",2000,"Developing",71.5,175,1.45,60.4909815,14.1,3.77,875.412178,18655,0.677,12.4,"LKA",408,2032,463,298,533,1277,1312,210,82,215,1698,37814,4262,2865,865,7369,10,1717,132,12375,3018,5122,3952,119,281,3592,10725,6072,6965,472,38,308311.185,93.275,111.93,15099.4430398323,18468.45,18468.45,2854.215,2891.525
"sri lanka",2001,"Developing",72.7,16,1.68,53.61278637,14.6,3.81,837.699787,18797,0.686,12.5,"LKA",379,2104,466,276,114,1193,1237,181,83,201,1593,36809,4067,2768,823,6563,0,1637,123,12205,1357,5320,3961,108,259,3395,10604,5978,6867,446,36,5808.273,93.985,112.782,15214.3784947589,18421.06,18421.06,2894.738,2932.332
"sri lanka",2002,"Developing",73.7,149,1.62,59.63595674,15.1,3.89,873.1472436,18939,0.699,12.6,"LKA",359,2194,484,264,60,1120,1184,174,84,193,1500,36797,3978,2526,777,5983,2,1562,117,12259,11,5755,4062,99,246,3250,10821,5852,6744,433,35,2632.521,94.695,94.695,15329.3139496855,18560.22,18560.22,2916.606,2954.484
"sri lanka",2003,"Developing",73.9,146,1.69,72.4280894,15.6,3.95,989.4547732,1983,0.697,12.7,"LKA",364,2294,517,258,18,1124,1160,175,85,186,1491,38107,4068,2460,749,5785,235,1516,117,12573,53,6495,4264,98,240,3297,11519,5832,6746,435,35,128.895,9.915,9.915,634.56,1943.34,1963.17,305.382,307.365
"sri lanka",2004,"Developing",69.1,197,1.56,15.35342268,16.1,4.28,174.6692,19228,0.705,12.8,"LKA",364,2369,536,244,9,1086,1201,169,84,180,1427,38217,4038,2332,679,5376,35405,1480,114,12887,54,7119,4327,96,226,3246,11911,5576,6485,425,34,672.98,115.368,192.28,11921.36,18651.16,18651.16,2961.112,2980.34
"sri lanka",2005,"Developing",74.2,138,1.97,97.76637062,16.6,4.6,1259.87591,19373,0.712,12.9,"LKA",414,2435,555,238,2,1200,1184,187,83,175,1408,38943,4299,3304,608,5334,6,1477,118,13273,223,7871,4417,106,221,3486,12351,5346,6275,439,34,58.119,77.492,96.865,19179.27,19179.27,19179.27,2983.442,3002.815
"sri lanka",2006,"Developing",73.8,145,1.96,120.2471713,17.2,4.6,1448.7611,1952,0.718,13.1,"LKA",399,2524,587,213,1,1119,1251,162,78,156,1340,39826,4081,2220,531,5195,29,1414,101,13582,3088,8621,4437,96,196,3532,12714,4947,5881,407,32,0,7.808,9.76,1912.96,1912.96,1912.96,300.608,302.56
"sri lanka",2007,"Developing",73.7,146,2.29,127.6377505,17.9,3.76,1644.816372,19668,0.725,13.2,"LKA",381,2603,606,203,0,1070,1096,147,73,157,1286,39965,4007,1910,482,4964,33,1315,86,13898,2963,9283,4527,87,187,3493,12776,4729,5645,386,31,865.392,78.672,98.34,19274.64,19274.64,19274.64,3028.872,3048.54
"sri lanka",2008,"Developing",72.3,172,2.1,17.81424344,18.5,3.44,254.489192,19817,0.731,13.3,"LKA",343,2681,631,192,1,1068,1001,145,69,142,1270,41012,4086,1976,452,4849,57,1259,72,14363,8799,9835,4586,81,176,3556,12968,4556,5481,376,31,653.961,79.268,79.268,19420.66,19420.66,19420.66,3051.818,3051.818
"sri lanka",2009,"Developing",71.8,183,2.05,13.39092189,19.2,3.37,216.681584,19968,0.735,13.4,"LKA",360,2779,644,180,0,983,881,156,67,119,1199,41249,4092,2092,397,4384,4,1226,57,14688,10614,10280,4582,72,166,3327,12916,4215,5137,363,30,419.328,79.872,79.872,19368.96,19368.96,19368.96,3055.104,3075.072
"sri lanka",2010,"Developing",74.5,138,2.31,191.7267589,19.8,3.43,2819.511161,2119,0.739,13.5,"LKA",359,2872,661,172,0,930,789,149,67,110,1151,41638,4133,2042,374,4112,37,1181,51,15052,8485,10668,4625,64,158,3195,12980,4078,5004,350,29,167.401,6.357,8.476,2097.81,2097.81,2097.81,324.207,324.207
"sri lanka",2011,"Developing",74.5,141,3.03,20.83302367,2.5,3.28,322.992615,2271,0.746,13.6,"LKA",345,2974,690,172,0,952,768,143,71,116,1145,42725,4292,1924,369,4209,87,1143,53,15694,5,11305,4786,65,158,3274,13327,4153,5086,352,29,136.26,6.813,9.084,2248.29,2248.29,2248.29,347.463,347.463
"sri lanka",2012,"Developing",74.5,143,2.8,20.76877311,21.2,3.21,335.521375,2425,0.752,13.7,"LKA",327,3078,717,171,0,942,730,124,72,113,1107,43078,4384,1823,350,4111,53,1109,53,16154,1,11818,4863,63,156,3225,13542,4125,5058,342,28,123.675,7.275,9.7,2400.75,2400.75,2400.75,371.025,368.6
"sri lanka",2013,"Developing",74.6,142,2.56,41.62053588,21.9,3.68,361.289374,2585,0.757,13.8,"LKA",305,3202,733,169,0,904,699,119,70,107,1045,42539,4416,1751,319,3936,117,1082,52,16487,11,12291,4873,60,154,3085,13566,4035,4958,335,26,5446.595,7.755,7.755,2559.15,2559.15,2559.15,392.92,390.335
"sri lanka",2014,"Developing",74.7,141,2.37,42.7308283,22.7,3.5,382.54994,2771,0.76,14,"LKA",306,3328,761,168,0,906,694,114,65,111,1007,43726,4521,1668,335,4002,316,1057,51,16939,3,12528,5009,60,154,3108,13635,4092,5022,339,26,4671.906,8.313,8.313,2743.29,2743.29,2743.29,421.192,415.65
"sri lanka",2015,"Developing",74.9,138,4.60286078717201,0,23.4,5.9381895280236,3844.89123,2966,0.764,14,"LKA",300,3451,766,163,0,918,708,114,59,117,960,43675,4500,1464,346,4153,30,1034,50,17140,4,12499,5042,61,149,3164,13376,4110,5037,344,25,4650.688,8.898,8.898,2936.34,2936.34,2936.34,447.866,444.9
"sudan",2000,"Developing",58.6,284,1.76,30.86000992,38.3212465564738,3.23,361.35843,2725535,0.394,5.5,"SDN",2323,1865,474,3295,5024,2390,548,3161,2340,177,2097,61584,14337,33317,79,1559,0,23857,67,10355,3354,1387,3158,932,3192,7017,7484,3712,5564,1749,3060,7835913.125,193512.985,297083.315,2206060.59960168,1689831.7,1689831.7,131907.822512052,132742.189115014
"sudan",2001,"Developing",58.9,283,1.81,28.88069657,38.3212465564738,2.96,377.5254454,279455,0.399,5.6,"SDN",2142,1932,484,3100,5005,2268,253,3203,2608,183,2016,61818,13848,32768,79,1572,3,23110,68,10614,3771,1449,3224,907,2995,6955,7472,3735,5615,1677,2826,1218982.71,19841.305,30181.14,226192.165890985,184440.3,184440.3,13524.7944128788,13610.3438257576
"sudan",2002,"Developing",59.4,277,1.59,30.62287548,38.3212465564738,2.95,412.1517561,28679565,0.403,5.6,"SDN",2205,1999,495,2868,3949,2165,409,3233,2865,190,1968,62242,13363,32222,79,1595,33,22273,68,10893,6409,1514,3304,881,2764,6920,7481,3760,5674,1614,2489,129889749.885,2007569.55,3040033.89,23213372.1857233,1720773.9,1720773.9,1388006.01340393,1396785.67362603
"sudan",2003,"Developing",59.6,278,1.74,35.35264737,38.3212465564738,3.18,477.738478,29435944,0.409,5.6,"SDN",1832,2057,502,2556,3632,2025,487,3228,3108,194,1917,62345,12736,31823,79,1597,20,21360,68,11099,8258,1571,3370,843,2455,6793,7439,3752,5688,1532,2148,128958870.664,2031080.136,3061338.176,23825588.8368637,20310801.36,20310801.36,1424612.51703857,1433623.72716804
"sudan",2004,"Developing",59.7,278,1.59,37.04479956,38.3212465564738,3.39,565.569459,3186341,0.415,5.7,"SDN",1805,2113,510,2379,3337,1956,602,3243,3331,201,1879,62601,12288,31618,80,1628,0,20712,69,11367,12666,1634,3461,825,2282,6789,7423,3766,5736,1489,1896,30467792.642,216671.188,325006.782,2579039.10131237,2357892.34,2357892.34,154209.468266185,155184.901168733
"sudan",2005,"Developing",67,261,1.55,37.59039592,38.3212465564738,3.18,679.7539949,3911914,0.423,6.1,"SDN",1892,2169,517,2340,3363,2062,998,3245,3542,208,1856,63002,12478,31760,81,1657,5,21070,71,11731,1897,1698,3572,861,2239,6977,7443,3839,5866,1543,1798,5374969.836,258186.324,395103.314,860621.08,3051292.92,3051292.92,189325.052730716,190522.604915978
"sudan",2006,"Developing",61,26,1.9,60.3368571,38.3212465564738,3.93,893.8793645,316764,0.43,6.2,"SDN",2163,2225,525,2211,3222,2044,1024,3221,3736,215,1799,63289,12243,31578,81,1677,27,21196,71,12015,2548,1750,3609,860,2111,7024,7422,3875,5937,1534,1727,72222.192,20906.424,31359.636,19005.84,243908.28,247075.92,15330.4395247934,15427.410322314
"sudan",2007,"Developing",61.4,254,2.01,86.13166944,38.3212465564738,4.72,1115.6952,32282526,0.44,6.4,"SDN",2407,2273,532,2019,2800,1988,1498,3180,3902,223,1749,63515,11806,31134,82,1701,150,19618,71,12280,1631,1801,3643,843,1921,7065,7365,3900,5984,1502,1662,10556386.002,2098364.19,3131405.022,25180370.28,27117321.84,27117321.84,1562378.6558781,1572261.28866529
"sudan",2008,"Developing",61.8,251,2.01,128.6362711,38.3212465564738,8.17,1291.528826,32955496,0.444,6.3,"SDN",1508,2319,541,1876,2345,1924,1004,3135,3940,233,1714,63904,11344,30562,84,1740,0,18551,71,12572,1999,1855,3694,823,1782,7083,7324,3924,6023,1468,1610,4251258.984,2109151.744,3130772.12,25705286.88,28012171.6,28341726.56,1594948.41092286,1605037.05966391
"sudan",2009,"Developing",62,248,1.99,17.0536929,38.3212465564738,8.4,1226.884381,3365619,0.456,6.8,"SDN",1435,2365,551,1725,2103,1852,2831,3076,3953,244,1664,64399,10855,29990,85,1777,20,17303,71,12874,2059,1918,3755,799,1634,7085,7275,3937,6043,1428,1546,228862.092,212033.997,316368.186,2423245.68,2726151.39,2726151.39,162885.992546488,163916.307729339
"sudan",2010,"Developing",62.5,243,1.77,172.0097884,38.3212465564738,7.97,1476.47887,34385963,0.461,7,"SDN",1439,2410,562,1552,1919,1726,1335,3008,4110,254,1575,64817,10198,29375,86,1804,36,15681,69,13136,1504,1985,3808,758,1464,7005,7207,3931,6026,1359,1475,23382454.84,2131929.706,3163508.596,25789472.25,3094736.67,3094736.67,1664178.77749139,1674705.33434642
"sudan",2011,"Developing",62.7,241,2.12,196.6892153,38.3212465564738,8.3,1666.857757,35167314,0.463,7,"SDN",1263,2456,573,1434,1827,1618,1639,2926,4335,264,1478,65279,9631,28660,87,1815,20,13825,66,13431,3656,2051,3848,727,1350,6956,7142,3915,6018,1300,1408,197499635.424,2145206.154,3200225.574,32705602.02,32705602.02,32705602.02,1701993.85197314,1712759.60340083
"sudan",2012,"Developing",63.2,235,0.01,220.522192,38.3212465564738,8.2,1892.894352,3599192,0.468,6.8,"SDN",1236,2496,585,1340,1867,1578,710,2858,4535,276,1423,66096,9292,27910,89,1834,35,12667,66,13786,1886,2127,3918,712,1257,7016,7125,3915,6040,1278,1363,30675913.416,219550.712,320328.088,3311256.64,3311256.64,3311256.64,174190.234035813,175292.052798898
"sudan",2013,"Developing",63.5,232,0.01,227.8353208,38.3212465564738,8.42,1955.66799,36849918,0.478,7,"SDN",952,2537,598,1240,1945,1518,1977,2788,4704,288,1382,66745,8766,27048,90,1860,76,11566,65,14179,1465,2217,4025,692,1159,7032,7114,3908,6051,1247,1319,103658819.334,2210995.08,3242792.784,34270423.74,34270423.74,34270423.74,1783426.90265496,1794707.74876446
"sudan",2014,"Developing",63.8,229,0.01,253.6086508,38.3212465564738,8.43,2176.89829,37737913,0.485,7.2,"SDN",883,2577,610,1202,2153,1536,1612,2722,4852,302,1370,67467,8664,26330,91,1886,39,11032,65,14698,1743,2325,4203,700,1120,7165,7129,3933,6118,1260,1295,25510829.188,2226536.867,3245460.518,35473638.22,35473638.22,35473638.22,1826403.2309177,1837955.91847176
"sudan",2015,"Developing",64.1,225,4.60286078717201,0,38.3212465564738,5.9381895280236,2513.884661,3864783,0.488,7.2,"SDN",823,2609,623,1122,2275,1473,1559,2652,5005,314,1328,68545,8254,25413,92,1904,20,10071,80,15128,2305,2434,4368,677,1042,7148,7101,3922,6125,1223,1240,13855247.055,224157.414,328506.555,3594248.19,3594248.19,3594248.19,187044.051905992,188227.175902893
"suriname",2000,"Developing",67.4,224,4.29,268.1837972,47.6,9.65,1888.61829,47239,0,11.1,"SUR",12,59,12,18,92,23,39,8,144,3,12,937,121,211,10,100,0,56,0,370,0,125,119,2,17,80,80,88,176,11,1,0,0,0,38235.4644737945,3306.73,33539.69,1700.604,1700.604
"suriname",2001,"Developing",67.7,219,4.23,191.2135044,48.3,8.38,1598.77512,47774,0,11,"SUR",11,60,13,18,114,23,39,7,150,3,12,980,126,209,10,101,0,52,0,390,0,131,129,2,17,79,84,89,181,10,1,0,0,0,38668.4959412998,31053.1,32486.32,1719.864,1672.09
"suriname",2002,"Developing",67.9,221,4.41,250.7112373,49,7.14,2232.513244,48344,0,11,"SUR",11,61,13,18,74,24,41,7,175,3,12,1024,128,205,11,108,0,50,0,415,0,139,139,2,17,83,86,93,188,11,1,0,0,0,39129.8565702306,35774.56,35291.12,1692.04,1692.04
"suriname",2003,"Developing",68,223,4.53,32.3662077,49.7,6.62,263.1399,488332,0,10.9,"SUR",11,61,13,17,52,26,45,8,167,4,12,1038,128,200,11,116,0,47,0,429,0,142,145,2,17,88,87,95,191,11,1,0,0,0,395258.17306499,361365.68,366249,17091.62,17091.62
"suriname",2004,"Developing",68.3,214,4.55,4.23257668,5.4,6.88,36.48773,49363,0,11.1,"SUR",11,62,14,17,36,27,47,8,171,3,12,1042,128,196,11,121,0,46,0,439,0,146,148,2,16,91,88,95,192,11,1,0,0,0,39954.639870021,41464.92,41958.55,1727.705,1727.705
"suriname",2005,"Developing",68.9,25,4.47,418.9206608,51.1,6.78,3595.8855,498946,0.672,11.3,"SUR",9,63,14,16,31,27,49,9,158,3,11,1027,126,195,11,121,0,44,0,444,0,146,150,2,15,91,87,94,190,11,1,0,0,0,414125.18,419114.64,414125.18,17463.11,16964.164
"suriname",2006,"Developing",69.3,199,4.52,72.800168,51.8,6.22,527.92,5437,0.678,11.5,"SUR",9,66,14,16,10,27,50,10,150,3,11,1015,126,192,11,125,0,43,0,452,0,149,153,2,15,92,86,94,192,11,1,0,0,0,4567.08,4567.08,4567.08,190.295,184.858
"suriname",2007,"Developing",69.5,22,4.72,685.0299083,52.6,5.92,5761.39536,5975,0.684,11.7,"SUR",8,68,15,15,4,28,51,11,140,3,11,1014,126,190,12,131,0,42,0,463,0,154,158,2,14,95,87,96,194,11,1,0,0,0,5019,5019,5019,209.125,203.15
"suriname",2008,"Developing",69.8,196,4.94,815.4355995,53.3,5.92,6858.163158,515148,0.691,11.9,"SUR",8,70,15,15,7,28,50,11,123,3,11,1027,128,187,12,137,0,41,0,481,0,163,165,2,14,97,89,98,199,11,1,0,0,0,432724.32,437875.8,437875.8,18030.18,17515.032
"suriname",2009,"Developing",70,196,5.13,885.0739766,54.1,6.14,7443.85178,52619,0.696,12.1,"SUR",8,73,16,14,6,28,50,10,120,3,10,1036,129,184,13,138,0,40,0,496,0,171,172,2,14,97,89,99,200,11,1,0,0,0,45778.53,44726.15,45778.53,1841.665,1789.046
"suriname",2010,"Developing",73,19,5.26,99.08095375,54.8,5.81,833.31332,52613,0.7,12.3,"SUR",8,76,16,14,4,28,51,10,128,3,10,1045,129,180,13,140,0,39,0,510,0,181,178,1,13,97,91,101,203,11,1,0,0,0,45247.18,50508.48,50508.48,1841.455,1788.842
"suriname",2011,"Developing",76,187,5.64,989.1263558,55.5,5.93,8318.97692,531589,0.704,12.5,"SUR",8,79,17,13,2,27,51,11,116,3,10,1045,129,174,13,139,0,38,0,522,0,185,183,1,12,96,90,101,203,10,1,0,0,0,457166.54,457166.54,457166.54,18605.615,18074.026
"suriname",2012,"Developing",71.3,178,5.73,1168.324095,56.3,6.9,9272.413453,53777,0.708,12.7,"SUR",7,83,18,13,1,26,49,11,116,2,9,1058,131,169,13,135,0,38,0,538,0,190,190,1,12,92,92,103,206,10,1,0,0,0,45172.68,45172.68,45172.68,1882.195,1828.418
"suriname",2013,"Developing",71.2,179,6.02,1122.972967,57,5.96,9484.56898,54254,0.719,12.7,"SUR",7,87,19,13,1,27,49,11,106,2,9,1122,139,166,14,136,0,39,1,573,0,203,205,1,12,93,98,107,216,11,1,0,0,0,46658.44,46658.44,46658.44,1898.89,1898.89
"suriname",2014,"Developing",71.4,178,6.32,1132.432517,57.7,5.69,9564.46383,547928,0.722,12.7,"SUR",7,92,21,14,2,26,48,11,125,2,10,1194,147,161,14,135,0,39,1,605,0,217,220,1,13,92,104,111,223,11,1,0,0,0,465738.8,465738.8,465738.8,19177.48,19177.48
"suriname",2015,"Developing",71.6,176,4.60286078717201,0,58.3,5.9381895280236,8818.982566,55328,0.723,12.7,"SUR",7,96,22,14,0,27,49,11,112,3,10,1264,153,155,15,143,0,39,1,634,0,232,233,2,13,97,108,115,231,11,1,0,0,0,49241.92,49241.92,49241.92,1936.48,1936.48
"swaziland",2000,"Developing",48.4,536,7.19,25.21683318,25.9,5.26,1637.4567,161468,0.516,9.4,"SWZ",103,38,11,127,60,56,190,46,6467,3,808,1214,857,624,9,176,0,757,12,723,0,427,200,22,125,345,319,174,314,49,8,1614.68,484.404,645.872,134018.44,140477.16,135633.12,15177.992,15500.928
"swaziland",2001,"Developing",47.1,568,6.72,143.6197316,26.3,5.11,1437.634951,172927,0.506,9.3,"SWZ",111,38,11,129,52,55,192,50,7583,4,884,1284,903,621,10,192,0,846,13,783,0,475,219,24,126,376,333,183,330,52,9,8473.423,518.781,691.708,148717.22,150446.49,145258.68,15563.43,15909.284
"swaziland",2002,"Developing",46.4,587,5.52,131.0421269,26.7,5.16,1324.996228,1893,0.502,9.2,"SWZ",119,38,12,130,26,56,191,57,8572,4,972,1352,949,615,10,206,0,758,13,841,0,525,238,25,128,402,346,189,343,54,9,70.041,5.679,7.572,1665.84,1646.91,1609.05,162.798,166.584
"swaziland",2003,"Developing",45.9,6,5.65,2.819124474,27.1,5.71,22.99449,187392,0.493,9.1,"SWZ",126,37,12,134,11,58,190,58,9432,4,1059,1395,992,607,10,217,0,790,14,881,0,564,254,26,131,421,353,193,351,57,9,65587.2,562.176,749.568,16865.28,163031.04,159283.2,15366.144,15740.928
"swaziland",2004,"Developing",45.6,69,5.78,37.43857664,27.4,5.88,2529.633557,19553,0.492,9.4,"SWZ",131,37,13,134,17,60,193,60,10048,4,1116,1435,1022,605,11,225,0,800,15,903,0,591,260,26,132,434,358,197,357,58,10,0,58.659,78.212,18184.29,17206.64,16815.58,1505.581,1544.687
"swaziland",2005,"Developing",46,63,5.08,372.1651473,27.8,6.8,2873.862141,115873,0.495,9.7,"SWZ",134,37,13,135,11,58,200,61,10039,4,1131,1461,1047,598,11,230,0,778,15,915,0,611,262,26,132,440,358,199,360,58,10,0,347.619,463.492,110079.35,101968.24,99650.78,8458.729,8690.475
"swaziland",2006,"Developing",47.8,564,5.53,437.0802438,28.2,6.81,2937.36723,112514,0.502,9.9,"SWZ",135,37,13,135,7,58,202,61,9514,4,1100,1454,1046,582,11,230,1,763,14,910,0,612,257,26,132,437,352,197,357,58,9,0,337.542,450.056,104638.02,99012.32,97887.18,7763.466,7988.494
"swaziland",2007,"Developing",50,51,5.55,43.3664999,28.5,7.5,347.48798,1138434,0.508,10.5,"SWZ",136,37,13,135,8,58,207,57,9038,4,1083,1458,1039,584,11,232,0,757,14,910,0,616,255,27,133,440,348,196,357,60,9,0,3415.302,4553.736,1047359.28,1001821.92,990437.58,73998.21,76275.078
"swaziland",2008,"Developing",51.4,477,4.87,413.0063027,28.9,8.19,2842.438422,1158897,0.514,10.6,"SWZ",135,37,13,133,7,58,211,52,8633,4,1067,1465,1024,588,11,234,0,745,14,914,2,625,256,26,131,441,346,195,357,58,9,1158.897,3476.691,4635.588,104300.73,1031418.33,1019829.36,70692.717,73010.511
